bidding_exercise,category,month,year,quota_premium,adjusted_premium
1,Cat C: Buses,Jan,2003,13101,20288.97974354209
1,Cat D: Motorcycles,Jan,2003,1,1.548658861426005
2,Cat A: ≤1600cc or ≤97kW,Jan,2003,26499,41037.911168927705
2,Cat B: >1600cc or >97kW,Jan,2003,25028,38759.833983770055
2,Cat C: Buses,Jan,2003,11910,18444.52703958372
2,Cat D: Motorcycles,Jan,2003,1,1.548658861426005
1,Cat A: ≤1600cc or ≤97kW,Feb,2003,31003,48016.04509973981
1,Cat B: >1600cc or >97kW,Feb,2003,33657,52126.44034196506
1,Cat C: Buses,Feb,2003,12586,19492.627927146576
1,Cat D: Motorcycles,Feb,2003,1,1.5487548011398835
2,Cat A: ≤1600cc or ≤97kW,Feb,2003,29999,46461.09527939537
2,Cat B: >1600cc or >97kW,Feb,2003,30699,47545.22364019329
2,Cat C: Buses,Feb,2003,11201,17347.602527567837
2,Cat D: Motorcycles,Feb,2003,1,1.5487548011398835
1,Cat A: ≤1600cc or ≤97kW,Mar,2003,28308,43759.468233111766
1,Cat B: >1600cc or >97kW,Mar,2003,27999,43281.80553408564
1,Cat C: Buses,Mar,2003,11208,17325.707219044674
1,Cat D: Motorcycles,Mar,2003,1,1.545833977430824
2,Cat A: ≤1600cc or ≤97kW,Mar,2003,26999,41735.97155665482
2,Cat B: >1600cc or >97kW,Mar,2003,26001,40193.22924717885
2,Cat C: Buses,Mar,2003,10509,16245.16926882053
2,Cat D: Motorcycles,Mar,2003,1,1.545833977430824
1,Cat A: ≤1600cc or ≤97kW,Apr,2003,27497,42419.24038135201
1,Cat B: >1600cc or >97kW,Apr,2003,26601,41036.99361327944
1,Cat C: Buses,Apr,2003,11122,17157.75508315078
1,Cat D: Motorcycles,Apr,2003,136,209.80531301101476
2,Cat A: ≤1600cc or ≤97kW,Apr,2003,28054,43278.51655302212
2,Cat B: >1600cc or >97kW,Apr,2003,27058,41742.00117244145
2,Cat C: Buses,Apr,2003,11113,17143.870908025052
2,Cat D: Motorcycles,Apr,2003,202,311.6225972663602
1,Cat A: ≤1600cc or ≤97kW,May,2003,29299,45487.57199857167
1,Cat B: >1600cc or >97kW,May,2003,28589,44385.275806927384
1,Cat C: Buses,May,2003,10889,16905.497508189594
1,Cat D: Motorcycles,May,2003,233,361.7394544410116
2,Cat A: ≤1600cc or ≤97kW,May,2003,31095,48275.91560447749
2,Cat B: >1600cc or >97kW,May,2003,31400,48749.43720793032
2,Cat C: Buses,May,2003,10710,16627.594665507444
2,Cat D: Motorcycles,May,2003,351,544.9379764325969
1,Cat A: ≤1600cc or ≤97kW,Jun,2003,31799,49516.49823261029
1,Cat B: >1600cc or >97kW,Jun,2003,31501,49052.461109640455
1,Cat C: Buses,Jun,2003,10899,16971.612762578054
1,Cat D: Motorcycles,Jun,2003,452,703.8415422227067
2,Cat A: ≤1600cc or ≤97kW,Jun,2003,31440,48957.47364487146
2,Cat B: >1600cc or >97kW,Jun,2003,31505,49058.689795854814
2,Cat C: Buses,Jun,2003,11301,17597.595727121257
2,Cat D: Motorcycles,Jun,2003,502,781.7001199022097
1,Cat A: ≤1600cc or ≤97kW,Jul,2003,32079,49642.52553389043
1,Cat B: >1600cc or >97kW,Jul,2003,32779,50725.7814917982
1,Cat C: Buses,Jul,2003,11995,18562.36459300526
1,Cat D: Motorcycles,Jul,2003,503,778.3967811822964
2,Cat A: ≤1600cc or ≤97kW,Jul,2003,31501,48748.06561436087
2,Cat B: >1600cc or >97kW,Jul,2003,31889,49348.498916744036
2,Cat C: Buses,Jul,2003,12089,18707.83039306716
2,Cat D: Motorcycles,Jul,2003,404,625.1934385639121
1,Cat A: ≤1600cc or ≤97kW,Aug,2003,30497,47138.92667243724
1,Cat B: >1600cc or >97kW,Aug,2003,31001,47917.95474217881
1,Cat C: Buses,Aug,2003,12000,18548.28737479906
1,Cat D: Motorcycles,Aug,2003,405,626.0046988994683
2,Cat A: ≤1600cc or ≤97kW,Aug,2003,30989,47899.40645480401
2,Cat B: >1600cc or >97kW,Aug,2003,29900,46216.14937554099
2,Cat C: Buses,Aug,2003,10999,17001.051069617904
2,Cat D: Motorcycles,Aug,2003,369,570.3598367750711
1,Cat A: ≤1600cc or ≤97kW,Sep,2003,25011,38618.67704280156
1,Cat B: >1600cc or >97kW,Sep,2003,28001,43235.43944166513
1,Cat C: Buses,Sep,2003,9981,15411.339633129517
1,Cat D: Motorcycles,Sep,2003,302,466.3084429621395
2,Cat A: ≤1600cc or ≤97kW,Sep,2003,30629,47293.249336050896
2,Cat B: >1600cc or >97kW,Sep,2003,30048,46396.14600704095
2,Cat C: Buses,Sep,2003,10023,15476.190476190477
2,Cat D: Motorcycles,Sep,2003,303,467.8525106540671
1,Cat A: ≤1600cc or ≤97kW,Oct,2003,28915,44677.76078122345
1,Cat B: >1600cc or >97kW,Oct,2003,28199,43571.43960815217
1,Cat C: Buses,Oct,2003,9889,15279.902347069641
1,Cat D: Motorcycles,Oct,2003,270,417.1881518564873
2,Cat A: ≤1600cc or ≤97kW,Oct,2003,28300,43727.49887977256
2,Cat B: >1600cc or >97kW,Oct,2003,27989,43246.95993448601
2,Cat C: Buses,Oct,2003,9090,14045.334445835073
2,Cat D: Motorcycles,Oct,2003,280,432.63956488820907
1,Cat A: ≤1600cc or ≤97kW,Nov,2003,26338,40640.67153239619
1,Cat B: >1600cc or >97kW,Nov,2003,26001,40120.66597744071
1,Cat C: Buses,Nov,2003,8489,13098.893638032929
1,Cat D: Motorcycles,Nov,2003,202,311.6947243353341
2,Cat A: ≤1600cc or ≤97kW,Nov,2003,26725,41237.829246840614
2,Cat B: >1600cc or >97kW,Nov,2003,25481,39318.28351875569
2,Cat C: Buses,Nov,2003,7789,12018.76340518771
2,Cat D: Motorcycles,Nov,2003,221,341.0125449411329
1,Cat A: ≤1600cc or ≤97kW,Dec,2003,24401,37583.94430410942
1,Cat B: >1600cc or >97kW,Dec,2003,24112,37138.80845296038
1,Cat C: Buses,Dec,2003,6941,10690.961739880475
1,Cat D: Motorcycles,Dec,2003,200,308.0524921446614
2,Cat A: ≤1600cc or ≤97kW,Dec,2003,24251,37352.90493500092
2,Cat B: >1600cc or >97kW,Dec,2003,22295,34340.15156182613
2,Cat C: Buses,Dec,2003,6508,10024.028094387282
2,Cat D: Motorcycles,Dec,2003,221,340.3980038198509
1,Cat A: ≤1600cc or ≤97kW,Apr,2002,37201,57885.0732102012
1,Cat B: >1600cc or >97kW,Apr,2002,39509,61476.34089034808
1,Cat C: Buses,Apr,2002,23001,35789.75212784166
1,Cat D: Motorcycles,Apr,2002,540,840.244604540433
2,Cat A: ≤1600cc or ≤97kW,Apr,2002,36000,56016.306969362195
2,Cat B: >1600cc or >97kW,Apr,2002,42101,65509.51499214216
2,Cat C: Buses,Apr,2002,24001,37345.76065476839
2,Cat D: Motorcycles,Apr,2002,409,636.4074875130316
1,Cat A: ≤1600cc or ≤97kW,May,2002,35000,54291.34285758605
1,Cat B: >1600cc or >97kW,May,2002,40001,62048.80016132285
1,Cat C: Buses,May,2002,24801,38470.845548885474
1,Cat D: Motorcycles,May,2002,402,623.5748522499883
2,Cat A: ≤1600cc or ≤97kW,May,2002,33401,51811.004079606624
2,Cat B: >1600cc or >97kW,May,2002,38001,58946.43771231793
2,Cat C: Buses,May,2002,24002,37231.451750508015
2,Cat D: Motorcycles,May,2002,283,438.9842865341958
1,Cat A: ≤1600cc or ≤97kW,Jun,2002,33009,51234.73078057336
1,Cat B: >1600cc or >97kW,Jun,2002,33001,51222.31362627469
1,Cat C: Buses,Jun,2002,22804,35395.0983283406
1,Cat D: Motorcycles,Jun,2002,109,169.1837273192916
2,Cat A: ≤1600cc or ≤97kW,Jun,2002,30281,47000.48116472907
2,Cat B: >1600cc or >97kW,Jun,2002,32499,50443.13719403355
2,Cat C: Buses,Jun,2002,20434,31716.516367361506
2,Cat D: Motorcycles,Jun,2002,96,149.00585158396322
1,Cat A: ≤1600cc or ≤97kW,Jul,2002,31407,48732.31132075472
1,Cat B: >1600cc or >97kW,Jul,2002,31583,49005.39970208541
1,Cat C: Buses,Jul,2002,17501,27155.225918570013
1,Cat D: Motorcycles,Jul,2002,57,88.4433962264151
2,Cat A: ≤1600cc or ≤97kW,Jul,2002,30797,47785.81181727905
2,Cat B: >1600cc or >97kW,Jul,2002,30008,46561.56901688183
2,Cat C: Buses,Jul,2002,16889,26205.623138033767
2,Cat D: Motorcycles,Jul,2002,101,156.71549155908642
1,Cat A: ≤1600cc or ≤97kW,Aug,2002,30289,47031.878386981574
1,Cat B: >1600cc or >97kW,Aug,2002,31889,49516.311858511515
1,Cat C: Buses,Aug,2002,16501,25622.272946072266
1,Cat D: Motorcycles,Aug,2002,116,180.12142668592102
2,Cat A: ≤1600cc or ≤97kW,Aug,2002,31289,48584.64930668779
2,Cat B: >1600cc or >97kW,Aug,2002,32001,49690.22220151861
2,Cat C: Buses,Aug,2002,16409,25479.418021459296
2,Cat D: Motorcycles,Aug,2002,81,125.77444449620349
1,Cat A: ≤1600cc or ≤97kW,Sep,2002,30501,47419.97170442002
1,Cat B: >1600cc or >97kW,Sep,2002,31617,49155.01935604235
1,Cat C: Buses,Sep,2002,16403,25501.78013401533
1,Cat D: Motorcycles,Sep,2002,52,80.84451423329861
2,Cat A: ≤1600cc or ≤97kW,Sep,2002,28409,44167.53470872655
2,Cat B: >1600cc or >97kW,Sep,2002,28009,43545.653830008865
2,Cat C: Buses,Sep,2002,16409,25511.108347196096
2,Cat D: Motorcycles,Sep,2002,21,32.64874613267828
1,Cat A: ≤1600cc or ≤97kW,Oct,2002,31334,48728.67517845202
1,Cat B: >1600cc or >97kW,Oct,2002,31795,49445.593518187336
1,Cat C: Buses,Oct,2002,17581,27340.870565914498
1,Cat D: Motorcycles,Oct,2002,36,55.98494627000296
2,Cat A: ≤1600cc or ≤97kW,Oct,2002,30758,47832.916038131974
2,Cat B: >1600cc or >97kW,Oct,2002,30811,47915.33832014059
2,Cat C: Buses,Oct,2002,16819,26155.855869866104
2,Cat D: Motorcycles,Oct,2002,22,34.21302272055736
1,Cat A: ≤1600cc or ≤97kW,Nov,2002,29113,45174.25441454862
1,Cat B: >1600cc or >97kW,Nov,2002,27667,42930.51547031623
1,Cat C: Buses,Nov,2002,14995,23267.54181795612
1,Cat D: Motorcycles,Nov,2002,10,15.516866834248829
2,Cat A: ≤1600cc or ≤97kW,Nov,2002,29008,45011.327312789006
2,Cat B: >1600cc or >97kW,Nov,2002,28001,43448.77882258015
2,Cat C: Buses,Nov,2002,13789,21396.20767774571
2,Cat D: Motorcycles,Nov,2002,1,1.5516866834248828
1,Cat A: ≤1600cc or ≤97kW,Dec,2002,28501,44226.68094284872
1,Cat B: >1600cc or >97kW,Dec,2002,27289,42345.94913334265
1,Cat C: Buses,Dec,2002,12552,19477.677947954006
1,Cat D: Motorcycles,Dec,2002,3,4.655276756203157
2,Cat A: ≤1600cc or ≤97kW,Dec,2002,26993,41886.628493397264
2,Cat B: >1600cc or >97kW,Dec,2002,23890,37071.52056856447
2,Cat C: Buses,Dec,2002,10001,15519.140946262589
2,Cat D: Motorcycles,Dec,2002,1,1.5517589187343854
