"bidding_exercise","category","month_year","quota_premium","bid_to_quota"
"1","Cat D (Motorcycles)","Dec 2016",6113,1.16577540106952
"1","Cat C (Goods vehicles and buses)","Dec 2016",51209,1.41621621621622
"1","Cat E (Open)","Dec 2016",50010,1.55690072639225
"2","Cat A (Cars up to 1600cc and 97kW)","Dec 2016",49751,1.38503253796095
"2","Cat B (Cars above 1600cc or 97kW)","Dec 2016",51109,1.64951768488746
"2","Cat D (Motorcycles)","Dec 2016",6101,1.16626506024096
"2","Cat C (Goods vehicles and buses)","Dec 2016",49500,1.50549450549451
"2","Cat E (Open)","Dec 2016",50389,1.65346534653465
"1","Cat A (Cars up to 1600cc and 97kW)","Jan 2017",50101,1.20404901438466
"1","Cat B (Cars above 1600cc or 97kW)","Jan 2017",53106,1.46565495207668
"1","Cat D (Motorcycles)","Jan 2017",6053,1.16489361702128
"1","Cat C (Goods vehicles and buses)","Jan 2017",46302,1.48087431693989
"1","Cat E (Open)","Jan 2017",53001,1.61596009975062
"2","Cat A (Cars up to 1600cc and 97kW)","Jan 2017",50889,1.32015167930661
"2","Cat B (Cars above 1600cc or 97kW)","Jan 2017",52807,1.57865168539326
"2","Cat D (Motorcycles)","Jan 2017",6052,1.09283819628647
"2","Cat C (Goods vehicles and buses)","Jan 2017",47001,1.36559139784946
"2","Cat E (Open)","Jan 2017",52600,1.655
"1","Cat A (Cars up to 1600cc and 97kW)","Feb 2017",48401,1.30631067961165
"1","Cat B (Cars above 1600cc or 97kW)","Feb 2017",48209,1.30527086383602
"1","Cat D (Motorcycles)","Feb 2017",6412,1.53448275862069
"1","Cat C (Goods vehicles and buses)","Feb 2017",48901,1.63414634146341
"1","Cat E (Open)","Feb 2017",48556,1.64959016393443
"2","Cat A (Cars up to 1600cc and 97kW)","Feb 2017",49430,1.37177684013127
"2","Cat B (Cars above 1600cc or 97kW)","Feb 2017",50621,1.5439360929557
"2","Cat D (Motorcycles)","Feb 2017",6801,1.92091836734694
"2","Cat C (Goods vehicles and buses)","Feb 2017",49810,1.43103448275862
"2","Cat E (Open)","Feb 2017",51000,1.6
"1","Cat A (Cars up to 1600cc and 97kW)","Mar 2017",50789,1.54779233381853
"1","Cat B (Cars above 1600cc or 97kW)","Mar 2017",53300,1.67614879649891
"1","Cat D (Motorcycles)","Mar 2017",7483,1.48369565217391
"1","Cat C (Goods vehicles and buses)","Mar 2017",49002,1.27058823529412
"1","Cat E (Open)","Mar 2017",53001,1.58298755186722
"2","Cat A (Cars up to 1600cc and 97kW)","Mar 2017",51765,1.41269083969466
"2","Cat B (Cars above 1600cc or 97kW)","Mar 2017",54000,1.53352984524687
"2","Cat D (Motorcycles)","Mar 2017",8081,1.27605633802817
"2","Cat C (Goods vehicles and buses)","Mar 2017",47036,1.53048780487805
"2","Cat E (Open)","Mar 2017",54501,1.56913827655311
"1","Cat A (Cars up to 1600cc and 97kW)","Apr 2017",52000,1.20212765957447
"1","Cat B (Cars above 1600cc or 97kW)","Apr 2017",54405,1.44852941176471
"1","Cat D (Motorcycles)","Apr 2017",7589,1.35774647887324
"1","Cat C (Goods vehicles and buses)","Apr 2017",45906,2.16666666666667
"1","Cat E (Open)","Apr 2017",54556,1.53909465020576
"2","Cat A (Cars up to 1600cc and 97kW)","Apr 2017",51600,1.19005847953216
"2","Cat B (Cars above 1600cc or 97kW)","Apr 2017",54406,1.4609203798393
"2","Cat D (Motorcycles)","Apr 2017",6712,1.47550432276657
"2","Cat C (Goods vehicles and buses)","Apr 2017",26501,3.12269938650307
"2","Cat E (Open)","Apr 2017",54616,1.47717842323651
"1","Cat A (Cars up to 1600cc and 97kW)","May 2017",51106,1.1758530183727
"1","Cat B (Cars above 1600cc or 97kW)","May 2017",55414,1.51212121212121
"1","Cat D (Motorcycles)","May 2017",6301,1.24615384615385
"1","Cat C (Goods vehicles and buses)","May 2017",26029,2.38560885608856
"1","Cat E (Open)","May 2017",55000,1.42722117202268
"2","Cat A (Cars up to 1600cc and 97kW)","May 2017",46489,1.3546875
"2","Cat B (Cars above 1600cc or 97kW)","May 2017",53001,1.30188679245283
"2","Cat D (Motorcycles)","May 2017",6101,1.26470588235294
"2","Cat C (Goods vehicles and buses)","May 2017",30600,2.29677419354839
"2","Cat E (Open)","May 2017",52000,1.37406015037594
"1","Cat A (Cars up to 1600cc and 97kW)","Jun 2017",45201,1.18282402528978
"1","Cat B (Cars above 1600cc or 97kW)","Jun 2017",50110,1.19396226415094
"1","Cat D (Motorcycles)","Jun 2017",6101,1.5609243697479
"1","Cat C (Goods vehicles and buses)","Jun 2017",38501,2.11640696608616
"1","Cat E (Open)","Jun 2017",50526,1.66287878787879
"2","Cat A (Cars up to 1600cc and 97kW)","Jun 2017",42801,1.20776495278069
"2","Cat B (Cars above 1600cc or 97kW)","Jun 2017",47501,1.24981074943225
"2","Cat D (Motorcycles)","Jun 2017",6001,2.02832244008715
"2","Cat C (Goods vehicles and buses)","Jun 2017",36879,1.95672191528545
"2","Cat E (Open)","Jun 2017",48001,1.67269439421338
"1","Cat A (Cars up to 1600cc and 97kW)","Jul 2017",42801,1.20588235294118
"1","Cat B (Cars above 1600cc or 97kW)","Jul 2017",49802,1.44478063540091
"1","Cat D (Motorcycles)","Jul 2017",6001,1.72784810126582
"1","Cat C (Goods vehicles and buses)","Jul 2017",40212,2.01194852941176
"1","Cat E (Open)","Jul 2017",49899,1.65151515151515
"2","Cat A (Cars up to 1600cc and 97kW)","Jul 2017",44002,1.25275301520713
"2","Cat B (Cars above 1600cc or 97kW)","Jul 2017",50001,1.34947049924357
"2","Cat D (Motorcycles)","Jul 2017",5851,1.89130434782609
"2","Cat C (Goods vehicles and buses)","Jul 2017",42809,1.79078341013825
"2","Cat E (Open)","Jul 2017",50101,1.67437722419929
"1","Cat A (Cars up to 1600cc and 97kW)","Aug 2017",46778,1.32250963126032
"1","Cat B (Cars above 1600cc or 97kW)","Aug 2017",53711,1.53810264385692
"1","Cat D (Motorcycles)","Aug 2017",5701,1.53135888501742
"1","Cat C (Goods vehicles and buses)","Aug 2017",42801,1.63436123348018
"1","Cat E (Open)","Aug 2017",52751,1.50274223034735
"2","Cat A (Cars up to 1600cc and 97kW)","Aug 2017",42900,1.18216840946615
"2","Cat B (Cars above 1600cc or 97kW)","Aug 2017",51000,1.30162412993039
"2","Cat C (Goods vehicles and buses)","Aug 2017",42004,1.87865168539326
"2","Cat D (Motorcycles)","Aug 2017",3512,1.76694214876033
"2","Cat E (Open)","Aug 2017",50000,1.33276450511945
"1","Cat A (Cars up to 1600cc and 97kW)","Sept 2017",36001,1.20604395604396
"1","Cat B (Cars above 1600cc or 97kW)","Sept 2017",49000,1.32093023255814
"1","Cat C (Goods vehicles and buses)","Sept 2017",43002,1.53421633554084
"1","Cat D (Motorcycles)","Sept 2017",5402,1.60405156537753
"1","Cat E (Open)","Sept 2017",48005,1.48250460405157
"2","Cat A (Cars up to 1600cc and 97kW)","Sept 2017",42902,1.91129476584022
"2","Cat B (Cars above 1600cc or 97kW)","Sept 2017",49189,1.44332298136646
"2","Cat C (Goods vehicles and buses)","Sept 2017",46890,1.55849889624724
"2","Cat D (Motorcycles)","Sept 2017",5501,1.47165991902834
"2","Cat E (Open)","Sept 2017",49012,1.60176991150442
"1","Cat A (Cars up to 1600cc and 97kW)","Oct 2017",41761,1.53526517222526
"1","Cat B (Cars above 1600cc or 97kW)","Oct 2017",48109,1.28093385214008
"1","Cat C (Goods vehicles and buses)","Oct 2017",48902,1.46951219512195
"1","Cat D (Motorcycles)","Oct 2017",5010,1.48659793814433
"1","Cat E (Open)","Oct 2017",49000,1.60925925925926
"2","Cat A (Cars up to 1600cc and 97kW)","Oct 2017",41617,1.31735537190083
"2","Cat B (Cars above 1600cc or 97kW)","Oct 2017",49996,1.33696498054475
"2","Cat C (Goods vehicles and buses)","Oct 2017",51890,1.37303370786517
"2","Cat D (Motorcycles)","Oct 2017",4903,1.43723849372385
"2","Cat E (Open)","Oct 2017",52000,1.49261992619926
"1","Cat A (Cars up to 1600cc and 97kW)","Nov 2017",47112,2.03802733214498
"1","Cat B (Cars above 1600cc or 97kW)","Nov 2017",57414,1.82776162790698
"1","Cat C (Goods vehicles and buses)","Nov 2017",58036,1.5495867768595
"1","Cat D (Motorcycles)","Nov 2017",5502,1.34184675834971
"1","Cat E (Open)","Nov 2017",57000,1.65458015267176
"2","Cat A (Cars up to 1600cc and 97kW)","Nov 2017",46791,1.61387900355872
"2","Cat B (Cars above 1600cc or 97kW)","Nov 2017",57390,1.57122198120029
"2","Cat C (Goods vehicles and buses)","Nov 2017",57701,1.45901639344262
"2","Cat D (Motorcycles)","Nov 2017",5992,1.31598513011152
"2","Cat E (Open)","Nov 2017",57501,1.63565891472868
"1","Cat A (Cars up to 1600cc and 97kW)","Dec 2017",42339,1.28452380952381
"1","Cat B (Cars above 1600cc or 97kW)","Dec 2017",53711,1.31272727272727
"1","Cat C (Goods vehicles and buses)","Dec 2017",42000,1.59298245614035
"1","Cat D (Motorcycles)","Dec 2017",6552,1.53294573643411
"1","Cat E (Open)","Dec 2017",54334,1.53321033210332
"2","Cat A (Cars up to 1600cc and 97kW)","Dec 2017",38200,1.16775340841731
"2","Cat B (Cars above 1600cc or 97kW)","Dec 2017",47002,1.18922852983988
"2","Cat C (Goods vehicles and buses)","Dec 2017",45112,1.95934959349593
"2","Cat D (Motorcycles)","Dec 2017",7501,1.44552529182879
"2","Cat E (Open)","Dec 2017",48011,1.88888888888889
"1","Cat A (Cars up to 1600cc and 97kW)","Jan 2018",41400,1.33727111636149
"1","Cat B (Cars above 1600cc or 97kW)","Jan 2018",45289,1.31804949053857
"1","Cat C (Goods vehicles and buses)","Jan 2018",40101,1.83935742971888
"1","Cat D (Motorcycles)","Jan 2018",7701,1.75047619047619
"1","Cat E (Open)","Jan 2018",47390,1.78185328185328
"2","Cat A (Cars up to 1600cc and 97kW)","Jan 2018",36890,1.13134851138354
"2","Cat B (Cars above 1600cc or 97kW)","Jan 2018",42661,1.19768283852281
"2","Cat C (Goods vehicles and buses)","Jan 2018",39000,1.55252918287938
"2","Cat D (Motorcycles)","Jan 2018",8001,1.39115044247788
"2","Cat E (Open)","Jan 2018",44000,1.58640776699029
"1","Cat A (Cars up to 1600cc and 97kW)","Feb 2018",40000,1.53436095054592
"1","Cat B (Cars above 1600cc or 97kW)","Feb 2018",42322,1.31160458452722
"1","Cat C (Goods vehicles and buses)","Feb 2018",38303,1.95180722891566
"1","Cat D (Motorcycles)","Feb 2018",8451,1.49519230769231
"1","Cat E (Open)","Feb 2018",39903,1.39575971731449
"2","Cat A (Cars up to 1600cc and 97kW)","Feb 2018",36810,1.32714468629962
"2","Cat B (Cars above 1600cc or 97kW)","Feb 2018",39000,1.25377426312006
"2","Cat C (Goods vehicles and buses)","Feb 2018",36859,1.90272373540856
"2","Cat D (Motorcycles)","Feb 2018",7667,1.85961871750433
"2","Cat E (Open)","Feb 2018",38801,2.07508532423208
"1","Cat A (Cars up to 1600cc and 97kW)","Mar 2018",38830,1.52215189873418
"1","Cat B (Cars above 1600cc or 97kW)","Mar 2018",39001,1.24532374100719
"1","Cat C (Goods vehicles and buses)","Mar 2018",36003,1.80566801619433
"1","Cat D (Motorcycles)","Mar 2018",8009,1.67613636363636
"1","Cat E (Open)","Mar 2018",39000,1.69352014010508
"2","Cat A (Cars up to 1600cc and 97kW)","Mar 2018",38000,1.35792174470815
"2","Cat B (Cars above 1600cc or 97kW)","Mar 2018",37010,1.16904422253923
"2","Cat C (Goods vehicles and buses)","Mar 2018",35001,1.53036437246964
"2","Cat D (Motorcycles)","Mar 2018",7602,1.53831417624521
"2","Cat E (Open)","Mar 2018",38000,1.71103327495622
"1","Cat A (Cars up to 1600cc and 97kW)","Apr 2018",37000,1.20561941251596
"1","Cat B (Cars above 1600cc or 97kW)","Apr 2018",37605,1.21598272138229
"1","Cat C (Goods vehicles and buses)","Apr 2018",34001,1.71232876712329
"1","Cat D (Motorcycles)","Apr 2018",7114,1.8468992248062
"1","Cat E (Open)","Apr 2018",38039,1.58006535947712
"2","Cat A (Cars up to 1600cc and 97kW)","Apr 2018",38510,1.29438058748404
"2","Cat B (Cars above 1600cc or 97kW)","Apr 2018",37330,1.35426958362738
"2","Cat C (Goods vehicles and buses)","Apr 2018",34202,1.77307692307692
"2","Cat D (Motorcycles)","Apr 2018",7115,1.4034749034749
"2","Cat E (Open)","Apr 2018",38389,1.79232111692845
"1","Cat A (Cars up to 1600cc and 97kW)","May 2018",38941,1.2794425087108
"1","Cat B (Cars above 1600cc or 97kW)","May 2018",38501,1.68359375
"1","Cat C (Goods vehicles and buses)","May 2018",33190,1.98376623376623
"1","Cat D (Motorcycles)","May 2018",7204,2.09107142857143
"1","Cat E (Open)","May 2018",38600,1.78407079646018
"2","Cat A (Cars up to 1600cc and 97kW)","May 2018",38001,1.25871687587169
"2","Cat B (Cars above 1600cc or 97kW)","May 2018",37989,1.49259547934528
"2","Cat C (Goods vehicles and buses)","May 2018",29901,2.04155844155844
"2","Cat D (Motorcycles)","May 2018",7115,1.69754253308129
"2","Cat E (Open)","May 2018",38700,1.49820788530466
"1","Cat A (Cars up to 1600cc and 97kW)","Jun 2018",36426,1.17696044413602
"1","Cat B (Cars above 1600cc or 97kW)","Jun 2018",36000,1.33565351894818
"1","Cat C (Goods vehicles and buses)","Jun 2018",29902,1.61176470588235
"1","Cat D (Motorcycles)","Jun 2018",7001,1.44755244755245
"1","Cat E (Open)","Jun 2018",37000,1.65831842576029
"2","Cat A (Cars up to 1600cc and 97kW)","Jun 2018",34110,1.25726141078838
"2","Cat B (Cars above 1600cc or 97kW)","Jun 2018",33900,1.31382978723404
"2","Cat C (Goods vehicles and buses)","Jun 2018",32001,1.77922077922078
"2","Cat D (Motorcycles)","Jun 2018",6889,1.46299810246679
"2","Cat E (Open)","Jun 2018",34400,1.49397590361446
"1","Cat A (Cars up to 1600cc and 97kW)","Jul 2018",25000,1.13310104529617
"1","Cat B (Cars above 1600cc or 97kW)","Jul 2018",31000,1.27096273291925
"1","Cat C (Goods vehicles and buses)","Jul 2018",31092,1.70926517571885
"1","Cat D (Motorcycles)","Jul 2018",6514,1.31862745098039
"1","Cat E (Open)","Jul 2018",31001,1.6497461928934
"2","Cat A (Cars up to 1600cc and 97kW)","Jul 2018",32699,2.14830214830215
"2","Cat B (Cars above 1600cc or 97kW)","Jul 2018",32551,1.49338521400778
"2","Cat C (Goods vehicles and buses)","Jul 2018",30889,1.68125
"2","Cat D (Motorcycles)","Jul 2018",6189,1.43761638733706
"2","Cat E (Open)","Jul 2018",32809,1.93906810035842
"1","Cat A (Cars up to 1600cc and 97kW)","Aug 2018",33798,2.17284688995215
"1","Cat B (Cars above 1600cc or 97kW)","Aug 2018",34381,1.68537549407115
"1","Cat C (Goods vehicles and buses)","Aug 2018",30389,1.44854881266491
"1","Cat D (Motorcycles)","Aug 2018",5514,1.42958579881657
"1","Cat E (Open)","Aug 2018",33420,1.67164179104478
"2","Cat A (Cars up to 1600cc and 97kW)","Aug 2018",31997,1.73923303834808
"2","Cat B (Cars above 1600cc or 97kW)","Aug 2018",32429,1.59669811320755
"2","Cat C (Goods vehicles and buses)","Aug 2018",29902,1.55256723716381
"2","Cat D (Motorcycles)","Aug 2018",4889,1.42718446601942
"2","Cat E (Open)","Aug 2018",32311,1.75901328273245
"1","Cat A (Cars up to 1600cc and 97kW)","Sept 2018",30209,1.49519230769231
"1","Cat B (Cars above 1600cc or 97kW)","Sept 2018",32001,1.53767660910518
"1","Cat C (Goods vehicles and buses)","Sept 2018",27001,1.58549222797927
"1","Cat D (Motorcycles)","Sept 2018",4390,1.38787185354691
"1","Cat E (Open)","Sept 2018",31801,1.86296296296296
"2","Cat A (Cars up to 1600cc and 97kW)","Sept 2018",28000,1.23737980769231
"2","Cat B (Cars above 1600cc or 97kW)","Sept 2018",31307,1.45461658841941
"2","Cat C (Goods vehicles and buses)","Sept 2018",27104,1.69926199261993
"2","Cat D (Motorcycles)","Sept 2018",4214,1.3373934226553
"2","Cat E (Open)","Sept 2018",32000,1.75094339622642
"1","Cat A (Cars up to 1600cc and 97kW)","Oct 2018",28457,1.23441247002398
"1","Cat B (Cars above 1600cc or 97kW)","Oct 2018",31301,1.48387096774194
"1","Cat C (Goods vehicles and buses)","Oct 2018",28501,1.52631578947368
"1","Cat D (Motorcycles)","Oct 2018",4109,1.37847642079807
"1","Cat E (Open)","Oct 2018",32552,1.90017825311943
"2","Cat A (Cars up to 1600cc and 97kW)","Oct 2018",25556,1.08183990442055
"2","Cat B (Cars above 1600cc or 97kW)","Oct 2018",31302,1.45797329143755
"2","Cat C (Goods vehicles and buses)","Oct 2018",29501,1.34285714285714
"2","Cat D (Motorcycles)","Oct 2018",3951,1.46642246642247
"2","Cat E (Open)","Oct 2018",32900,1.44526901669759
"1","Cat A (Cars up to 1600cc and 97kW)","Nov 2018",28199,1.56624518966465
"1","Cat B (Cars above 1600cc or 97kW)","Nov 2018",32302,1.69328063241107
"1","Cat C (Goods vehicles and buses)","Nov 2018",29501,1.3855421686747
"1","Cat D (Motorcycles)","Nov 2018",2509,1.3764495985727
"1","Cat E (Open)","Nov 2018",32000,1.5475763016158
"2","Cat A (Cars up to 1600cc and 97kW)","Nov 2018",25000,1.22717271727173
"2","Cat B (Cars above 1600cc or 97kW)","Nov 2018",31101,1.43916196615633
"2","Cat C (Goods vehicles and buses)","Nov 2018",27509,1.75226586102719
"2","Cat D (Motorcycles)","Nov 2018",2989,1.29011786038078
"2","Cat E (Open)","Nov 2018",30959,1.68478260869565
"1","Cat A (Cars up to 1600cc and 97kW)","Dec 2018",23568,1.15921192758253
"1","Cat B (Cars above 1600cc or 97kW)","Dec 2018",31001,1.43664245359161
"1","Cat C (Goods vehicles and buses)","Dec 2018",27009,1.48632218844985
"1","Cat D (Motorcycles)","Dec 2018",3399,1.32292595896521
"1","Cat E (Open)","Dec 2018",30851,1.84963768115942
"2","Cat A (Cars up to 1600cc and 97kW)","Dec 2018",25501,1.44391534391534
"2","Cat B (Cars above 1600cc or 97kW)","Dec 2018",31001,1.45132743362832
"2","Cat C (Goods vehicles and buses)","Dec 2018",27001,1.51051051051051
"2","Cat D (Motorcycles)","Dec 2018",3789,1.2342908438061
"2","Cat E (Open)","Dec 2018",31809,1.42752293577982
"1","Cat A (Cars up to 1600cc and 97kW)","Jan 2019",25920,1.49146005509642
"1","Cat B (Cars above 1600cc or 97kW)","Jan 2019",32200,1.46024096385542
"1","Cat C (Goods vehicles and buses)","Jan 2019",27002,1.43030303030303
"1","Cat D (Motorcycles)","Jan 2019",3610,1.25539568345324
"1","Cat E (Open)","Jan 2019",32909,1.42124542124542
"2","Cat A (Cars up to 1600cc and 97kW)","Jan 2019",26170,1.57535753575358
"2","Cat B (Cars above 1600cc or 97kW)","Jan 2019",33989,1.70337620578778
"2","Cat C (Goods vehicles and buses)","Jan 2019",26230,1.56104651162791
"2","Cat D (Motorcycles)","Jan 2019",2889,1.33423913043478
"2","Cat E (Open)","Jan 2019",33689,1.47592592592593
"1","Cat A (Cars up to 1600cc and 97kW)","Feb 2019",25689,1.4265944645006
"1","Cat B (Cars above 1600cc or 97kW)","Feb 2019",34509,1.61148086522463
"1","Cat C (Goods vehicles and buses)","Feb 2019",26378,1.42944785276074
"1","Cat D (Motorcycles)","Feb 2019",3709,1.39568345323741
"1","Cat E (Open)","Feb 2019",35310,1.35235732009926
"2","Cat A (Cars up to 1600cc and 97kW)","Feb 2019",26301,1.37030303030303
"2","Cat B (Cars above 1600cc or 97kW)","Feb 2019",35403,1.64168039538715
"2","Cat C (Goods vehicles and buses)","Feb 2019",26914,1.41503267973856
"2","Cat D (Motorcycles)","Feb 2019",3689,1.3317191283293
"2","Cat E (Open)","Feb 2019",36667,1.61670761670762
"1","Cat A (Cars up to 1600cc and 97kW)","Mar 2019",26309,1.333936106088
"1","Cat B (Cars above 1600cc or 97kW)","Mar 2019",36961,1.5433901054339
"1","Cat C (Goods vehicles and buses)","Mar 2019",27010,1.44771241830065
"1","Cat D (Motorcycles)","Mar 2019",3602,1.42424242424242
"1","Cat E (Open)","Mar 2019",37620,1.68872549019608
"2","Cat A (Cars up to 1600cc and 97kW)","Mar 2019",26659,1.33575757575758
"2","Cat B (Cars above 1600cc or 97kW)","Mar 2019",39401,1.56369691923397
"2","Cat C (Goods vehicles and buses)","Mar 2019",27021,1.35197368421053
"2","Cat D (Motorcycles)","Mar 2019",3469,1.24580335731415
"2","Cat E (Open)","Mar 2019",41000,1.83879093198992
"1","Cat A (Cars up to 1600cc and 97kW)","Apr 2019",29159,1.41183574879227
"1","Cat B (Cars above 1600cc or 97kW)","Apr 2019",43102,1.48252911813644
"1","Cat C (Goods vehicles and buses)","Apr 2019",27589,1.39482200647249
"1","Cat D (Motorcycles)","Apr 2019",3501,1.43908323281062
"1","Cat E (Open)","Apr 2019",48209,1.62
"2","Cat A (Cars up to 1600cc and 97kW)","Apr 2019",33199,1.36055656382335
"2","Cat B (Cars above 1600cc or 97kW)","Apr 2019",48000,1.35601659751037
"2","Cat C (Goods vehicles and buses)","Apr 2019",32001,1.84210526315789
"2","Cat D (Motorcycles)","Apr 2019",3452,1.35209580838323
"2","Cat E (Open)","Apr 2019",52410,1.67587939698492
"1","Cat A (Cars up to 1600cc and 97kW)","May 2019",36704,1.38923829489867
"1","Cat B (Cars above 1600cc or 97kW)","May 2019",48010,1.19402985074627
"1","Cat C (Goods vehicles and buses)","May 2019",28559,1.54822335025381
"1","Cat D (Motorcycles)","May 2019",3352,1.25027085590466
"1","Cat E (Open)","May 2019",52502,1.3359375
"2","Cat A (Cars up to 1600cc and 97kW)","May 2019",27000,1.21966101694915
"2","Cat B (Cars above 1600cc or 97kW)","May 2019",42564,1.20980223559759
"2","Cat C (Goods vehicles and buses)","May 2019",27400,1.46699266503667
"2","Cat D (Motorcycles)","May 2019",3202,1.32850779510022
"2","Cat E (Open)","May 2019",47000,1.63874345549738
"1","Cat A (Cars up to 1600cc and 97kW)","Jun 2019",30009,1.33567415730337
"1","Cat B (Cars above 1600cc or 97kW)","Jun 2019",39728,1.18173836698859
"1","Cat C (Goods vehicles and buses)","Jun 2019",25502,1.37532133676093
