"bidding_exercise","category","month_year","quota_premium","bid_to_quota"
"1","Cat C (Goods vehicles and buses)","Aug 2019",27800,1.68493150684932
"1","Cat D (Motorcycles)","Aug 2019",4400,1.38482023968043
"1","Cat E (Open)","Aug 2019",40512,1.64985994397759
"2","Cat A (Cars up to 1600cc and 97kW)","Aug 2019",31917,1.62429378531073
"2","Cat B (Cars above 1600cc or 97kW)","Aug 2019",38602,1.35406698564593
"2","Cat C (Goods vehicles and buses)","Aug 2019",26501,1.57597173144876
"2","Cat D (Motorcycles)","Aug 2019",4301,1.36118598382749
"2","Cat E (Open)","Aug 2019",40002,1.633608815427
"1","Cat A (Cars up to 1600cc and 97kW)","Sept 2019",31783,1.56818181818182
"1","Cat B (Cars above 1600cc or 97kW)","Sept 2019",36001,1.23231357552581
"1","Cat C (Goods vehicles and buses)","Sept 2019",25502,1.47682119205298
"1","Cat D (Motorcycles)","Sept 2019",4089,1.46955345060893
"1","Cat E (Open)","Sept 2019",37912,1.53760445682451
"2","Cat A (Cars up to 1600cc and 97kW)","Sept 2019",31759,1.37594696969697
"2","Cat B (Cars above 1600cc or 97kW)","Sept 2019",37000,1.35823754789272
"2","Cat C (Goods vehicles and buses)","Sept 2019",25556,1.92226148409894
"2","Cat D (Motorcycles)","Sept 2019",3601,1.31973539140022
"2","Cat E (Open)","Sept 2019",40000,1.73150684931507
"1","Cat A (Cars up to 1600cc and 97kW)","Oct 2019",34001,1.56953642384106
"1","Cat B (Cars above 1600cc or 97kW)","Oct 2019",41361,1.48759541984733
"1","Cat C (Goods vehicles and buses)","Oct 2019",26509,1.82517482517483
"1","Cat D (Motorcycles)","Oct 2019",3800,1.35424836601307
"1","Cat E (Open)","Oct 2019",41001,1.6510989010989
"2","Cat A (Cars up to 1600cc and 97kW)","Oct 2019",32309,1.38396226415094
"2","Cat B (Cars above 1600cc or 97kW)","Oct 2019",41805,1.43965517241379
"2","Cat C (Goods vehicles and buses)","Oct 2019",26001,1.54577464788732
"2","Cat D (Motorcycles)","Oct 2019",3889,1.31341301460823
"2","Cat E (Open)","Oct 2019",42020,1.37127371273713
"1","Cat A (Cars up to 1600cc and 97kW)","Nov 2019",30000,1.24832214765101
"1","Cat B (Cars above 1600cc or 97kW)","Nov 2019",40009,1.27433628318584
"1","Cat C (Goods vehicles and buses)","Nov 2019",25392,1.38364779874214
"1","Cat D (Motorcycles)","Nov 2019",4100,1.1991341991342
"1","Cat E (Open)","Nov 2019",40101,1.53263707571802
"2","Cat A (Cars up to 1600cc and 97kW)","Nov 2019",32000,1.43499511241447
"2","Cat B (Cars above 1600cc or 97kW)","Nov 2019",39700,1.30618253189401
"2","Cat C (Goods vehicles and buses)","Nov 2019",24502,1.53726708074534
"2","Cat D (Motorcycles)","Nov 2019",3921,1.39541547277937
"2","Cat E (Open)","Nov 2019",40889,1.38461538461538
"1","Cat A (Cars up to 1600cc and 97kW)","Dec 2019",33009,1.34563106796116
"1","Cat B (Cars above 1600cc or 97kW)","Dec 2019",37900,1.24876604146101
"1","Cat C (Goods vehicles and buses)","Dec 2019",23704,1.26415094339623
"1","Cat D (Motorcycles)","Dec 2019",3789,1.31024531024531
"1","Cat E (Open)","Dec 2019",38889,1.34895833333333
"2","Cat A (Cars up to 1600cc and 97kW)","Dec 2019",32889,1.22060252672498
"2","Cat B (Cars above 1600cc or 97kW)","Dec 2019",36000,1.23251231527094
"2","Cat C (Goods vehicles and buses)","Dec 2019",23200,1.38679245283019
"2","Cat D (Motorcycles)","Dec 2019",3658,1.21951219512195
"2","Cat E (Open)","Dec 2019",37989,1.29166666666667
"1","Cat A (Cars up to 1600cc and 97kW)","Jan 2020",35320,1.40096618357488
"1","Cat B (Cars above 1600cc or 97kW)","Jan 2020",37109,1.20254403131115
"1","Cat C (Goods vehicles and buses)","Jan 2020",24402,1.42367601246106
"1","Cat D (Motorcycles)","Jan 2020",3989,1.53323903818953
"1","Cat E (Open)","Jan 2020",38000,1.40885416666667
"2","Cat A (Cars up to 1600cc and 97kW)","Jan 2020",35010,1.34429400386847
"2","Cat B (Cars above 1600cc or 97kW)","Jan 2020",37705,1.14328063241107
"2","Cat C (Goods vehicles and buses)","Jan 2020",25001,1.53191489361702
"2","Cat D (Motorcycles)","Jan 2020",4610,1.35064935064935
"2","Cat E (Open)","Jan 2020",37500,1.36082474226804
"1","Cat A (Cars up to 1600cc and 97kW)","Feb 2020",30010,1.22606924643585
"1","Cat B (Cars above 1600cc or 97kW)","Feb 2020",30890,1.19207317073171
"1","Cat C (Goods vehicles and buses)","Feb 2020",25013,1.60509554140127
"1","Cat D (Motorcycles)","Feb 2020",4401,1.42041522491349
"1","Cat E (Open)","Feb 2020",34900,1.56716417910448
"2","Cat A (Cars up to 1600cc and 97kW)","Feb 2020",32999,1.59266802443992
"2","Cat B (Cars above 1600cc or 97kW)","Feb 2020",32889,1.47821681864235
"2","Cat C (Goods vehicles and buses)","Feb 2020",25001,1.59375
"2","Cat D (Motorcycles)","Feb 2020",4309,1.26343154246101
"2","Cat E (Open)","Feb 2020",33301,1.67682926829268
"1","Cat A (Cars up to 1600cc and 97kW)","Mar 2020",32699,1.46830265848671
"1","Cat B (Cars above 1600cc or 97kW)","Mar 2020",32801,1.36474164133739
"1","Cat C (Goods vehicles and buses)","Mar 2020",24202,1.6
"1","Cat D (Motorcycles)","Mar 2020",4310,1.32377740303541
"1","Cat E (Open)","Mar 2020",32500,1.53753753753754
"2","Cat A (Cars up to 1600cc and 97kW)","Mar 2020",31210,1.44704684317719
"2","Cat B (Cars above 1600cc or 97kW)","Mar 2020",30012,1.37701612903226
"2","Cat C (Goods vehicles and buses)","Mar 2020",22002,1.58035714285714
"2","Cat D (Motorcycles)","Mar 2020",4489,1.30292598967298
"2","Cat E (Open)","Mar 2020",32500,1.51963746223565
"1","Cat A (Cars up to 1600cc and 97kW)","Jul 2020",33520,2.37470907680372
"1","Cat B (Cars above 1600cc or 97kW)","Jul 2020",35889,2.44771494965143
"1","Cat C (Goods vehicles and buses)","Jul 2020",24502,1.77096114519427
"1","Cat D (Motorcycles)","Jul 2020",7702,1.85385500575374
"1","Cat E (Open)","Jul 2020",34989,2.11036036036036
"2","Cat A (Cars up to 1600cc and 97kW)","Jul 2020",32699,1.90567484662577
"2","Cat B (Cars above 1600cc or 97kW)","Jul 2020",35001,1.86482449589246
"2","Cat C (Goods vehicles and buses)","Jul 2020",23888,1.5521472392638
"2","Cat D (Motorcycles)","Jul 2020",6510,1.55926352128884
"2","Cat E (Open)","Jul 2020",35001,1.59375
"1","Cat A (Cars up to 1600cc and 97kW)","Aug 2020",33000,2.00293542074364
"1","Cat B (Cars above 1600cc or 97kW)","Aug 2020",37102,2.12982832618026
"1","Cat C (Goods vehicles and buses)","Aug 2020",24100,1.83798882681564
"1","Cat D (Motorcycles)","Aug 2020",7701,1.43141153081511
"1","Cat E (Open)","Aug 2020",36502,1.66101694915254
"2","Cat A (Cars up to 1600cc and 97kW)","Aug 2020",35710,2.02998065764023
"2","Cat B (Cars above 1600cc or 97kW)","Aug 2020",38802,1.87107258938245
"2","Cat C (Goods vehicles and buses)","Aug 2020",25006,1.64145658263305
"2","Cat D (Motorcycles)","Aug 2020",7432,1.61010101010101
"2","Cat E (Open)","Aug 2020",38110,1.61181434599156
"1","Cat A (Cars up to 1600cc and 97kW)","Sept 2020",37766,1.67826086956522
"1","Cat B (Cars above 1600cc or 97kW)","Sept 2020",41510,1.89712389380531
"1","Cat C (Goods vehicles and buses)","Sept 2020",26644,1.48305084745763
"1","Cat D (Motorcycles)","Sept 2020",7399,1.39314516129032
"1","Cat E (Open)","Sept 2020",40790,1.42978723404255
"2","Cat A (Cars up to 1600cc and 97kW)","Sept 2020",38504,1.48936170212766
"2","Cat B (Cars above 1600cc or 97kW)","Sept 2020",40989,1.64144736842105
"2","Cat C (Goods vehicles and buses)","Sept 2020",28589,1.68376068376068
"2","Cat D (Motorcycles)","Sept 2020",7331,1.2995951417004
"2","Cat E (Open)","Sept 2020",41001,1.42462845010616
"1","Cat A (Cars up to 1600cc and 97kW)","Oct 2020",36534,1.39473684210526
"1","Cat B (Cars above 1600cc or 97kW)","Oct 2020",40690,1.51304347826087
"1","Cat C (Goods vehicles and buses)","Oct 2020",33089,1.85759493670886
"1","Cat D (Motorcycles)","Oct 2020",7451,1.57808857808858
"1","Cat E (Open)","Oct 2020",40301,1.61124121779859
"2","Cat A (Cars up to 1600cc and 97kW)","Oct 2020",37334,1.4443231441048
"2","Cat B (Cars above 1600cc or 97kW)","Oct 2020",40990,1.60403530895334
"2","Cat C (Goods vehicles and buses)","Oct 2020",33778,1.70253164556962
"2","Cat D (Motorcycles)","Oct 2020",7300,1.32387706855792
"2","Cat E (Open)","Oct 2020",39889,1.56279069767442
"1","Cat A (Cars up to 1600cc and 97kW)","Nov 2020",35990,1.30506721820062
"1","Cat B (Cars above 1600cc or 97kW)","Nov 2020",39000,1.39684106614018
"1","Cat C (Goods vehicles and buses)","Nov 2020",31502,1.50810810810811
"1","Cat D (Motorcycles)","Nov 2020",7251,1.36397748592871
"1","Cat E (Open)","Nov 2020",39500,1.47198275862069
"2","Cat A (Cars up to 1600cc and 97kW)","Nov 2020",37690,1.40020576131687
"2","Cat B (Cars above 1600cc or 97kW)","Nov 2020",41101,1.54816285998014
"2","Cat C (Goods vehicles and buses)","Nov 2020",30334,1.61788617886179
"2","Cat D (Motorcycles)","Nov 2020",7300,1.26443202979516
"2","Cat E (Open)","Nov 2020",41503,1.54423076923077
"1","Cat A (Cars up to 1600cc and 97kW)","Dec 2020",40714,1.65644171779141
"1","Cat B (Cars above 1600cc or 97kW)","Dec 2020",45012,1.65410628019324
"1","Cat C (Goods vehicles and buses)","Dec 2020",32889,1.62771739130435
"1","Cat D (Motorcycles)","Dec 2020",7670,1.45817490494297
"1","Cat E (Open)","Dec 2020",45510,1.55603448275862
"2","Cat A (Cars up to 1600cc and 97kW)","Dec 2020",40556,1.44788441692466
"2","Cat B (Cars above 1600cc or 97kW)","Dec 2020",49300,1.61645193260654
"2","Cat C (Goods vehicles and buses)","Dec 2020",35201,1.73441734417344
"2","Cat D (Motorcycles)","Dec 2020",7689,1.33962264150943
"2","Cat E (Open)","Dec 2020",49500,1.46072186836518
"1","Cat A (Cars up to 1600cc and 97kW)","Jan 2021",40609,1.32917964693666
"1","Cat B (Cars above 1600cc or 97kW)","Jan 2021",49001,1.36461388074291
"1","Cat C (Goods vehicles and buses)","Jan 2021",35900,1.8252688172043
"1","Cat D (Motorcycles)","Jan 2021",7501,1.30812854442344
"1","Cat E (Open)","Jan 2021",49489,1.62312633832976
"2","Cat A (Cars up to 1600cc and 97kW)","Jan 2021",40609,1.32917964693666
"2","Cat B (Cars above 1600cc or 97kW)","Jan 2021",49001,1.36461388074291
"2","Cat C (Goods vehicles and buses)","Jan 2021",35900,1.8252688172043
"2","Cat D (Motorcycles)","Jan 2021",7501,1.30812854442344
"2","Cat E (Open)","Jan 2021",49489,1.62312633832976
"1","Cat A (Cars up to 1600cc and 97kW)","Feb 2021",42000,1.24067796610169
"1","Cat B (Cars above 1600cc or 97kW)","Feb 2021",46790,1.17391304347826
"1","Cat C (Goods vehicles and buses)","Feb 2021",45001,1.84782608695652
"1","Cat D (Motorcycles)","Feb 2021",7506,1.23251748251748
"1","Cat E (Open)","Feb 2021",49778,1.45
"2","Cat A (Cars up to 1600cc and 97kW)","Feb 2021",41001,1.35769656699889
"2","Cat B (Cars above 1600cc or 97kW)","Feb 2021",46002,1.23991507430998
"2","Cat C (Goods vehicles and buses)","Feb 2021",40890,1.63706563706564
"2","Cat D (Motorcycles)","Feb 2021",7500,1.29061371841155
"2","Cat E (Open)","Feb 2021",47506,1.65460526315789
"1","Cat A (Cars up to 1600cc and 97kW)","Mar 2021",41996,1.32468996617813
"1","Cat B (Cars above 1600cc or 97kW)","Mar 2021",45001,1.19002123142251
"1","Cat C (Goods vehicles and buses)","Mar 2021",37513,1.88235294117647
"1","Cat D (Motorcycles)","Mar 2021",7752,1.30442804428044
"1","Cat E (Open)","Mar 2021",47001,1.52027027027027
"2","Cat A (Cars up to 1600cc and 97kW)","Mar 2021",44589,1.33860045146727
"2","Cat B (Cars above 1600cc or 97kW)","Mar 2021",47001,1.29175475687104
"2","Cat C (Goods vehicles and buses)","Mar 2021",39589,1.73630136986301
"2","Cat D (Motorcycles)","Mar 2021",7791,1.29151291512915
"2","Cat E (Open)","Mar 2021",47806,1.44295302013423
"1","Cat A (Cars up to 1600cc and 97kW)","Apr 2021",45600,1.37259343148358
"1","Cat B (Cars above 1600cc or 97kW)","Apr 2021",52309,1.59081419624217
"1","Cat C (Goods vehicles and buses)","Apr 2021",36134,1.85551330798479
"1","Cat D (Motorcycles)","Apr 2021",8000,1.3125
"1","Cat E (Open)","Apr 2021",52200,2.14527027027027
"2","Cat A (Cars up to 1600cc and 97kW)","Apr 2021",49640,1.44943820224719
"2","Cat B (Cars above 1600cc or 97kW)","Apr 2021",61190,1.65794979079498
"2","Cat C (Goods vehicles and buses)","Apr 2021",44001,1.68320610687023
"2","Cat D (Motorcycles)","Apr 2021",8000,1.34432234432234
"2","Cat E (Open)","Apr 2021",62100,2.08910891089109
"1","Cat A (Cars up to 1600cc and 97kW)","May 2021",48002,1.32211538461538
"1","Cat B (Cars above 1600cc or 97kW)","May 2021",60001,1.51892551892552
"1","Cat C (Goods vehicles and buses)","May 2021",43001,1.66242038216561
"1","Cat D (Motorcycles)","May 2021",8011,1.38615384615385
"1","Cat E (Open)","May 2021",63002,1.44402985074627
"2","Cat A (Cars up to 1600cc and 97kW)","May 2021",41801,1.44790419161677
"2","Cat B (Cars above 1600cc or 97kW)","May 2021",58089,1.33292533659731
"2","Cat C (Goods vehicles and buses)","May 2021",41701,1.92073170731707
"2","Cat D (Motorcycles)","May 2021",8701,1.43949044585987
"2","Cat E (Open)","May 2021",62000,1.50375939849624
"1","Cat A (Cars up to 1600cc and 97kW)","Jun 2021",48510,1.67715617715618
"1","Cat B (Cars above 1600cc or 97kW)","Jun 2021",60109,1.35828220858896
"1","Cat C (Goods vehicles and buses)","Jun 2021",37002,2.11794871794872
"1","Cat D (Motorcycles)","Jun 2021",8703,1.23961661341853
"1","Cat E (Open)","Jun 2021",61112,1.27799227799228
"2","Cat A (Cars up to 1600cc and 97kW)","Jun 2021",47821,1.41927710843374
"2","Cat B (Cars above 1600cc or 97kW)","Jun 2021",56032,1.2150803461063
"2","Cat C (Goods vehicles and buses)","Jun 2021",37000,2.00840336134454
"2","Cat D (Motorcycles)","Jun 2021",8501,1.39805825242718
"2","Cat E (Open)","Jun 2021",58001,1.95849056603774
"1","Cat A (Cars up to 1600cc and 97kW)","Jul 2021",45001,1.32525951557093
"1","Cat B (Cars above 1600cc or 97kW)","Jul 2021",56100,1.29404761904762
"1","Cat C (Goods vehicles and buses)","Jul 2021",38900,2.09876543209877
"1","Cat D (Motorcycles)","Jul 2021",8502,1.23376623376623
"1","Cat E (Open)","Jul 2021",57700,1.60617760617761
"2","Cat A (Cars up to 1600cc and 97kW)","Jul 2021",47010,1.48325358851675
"2","Cat B (Cars above 1600cc or 97kW)","Jul 2021",59501,1.35164835164835
"2","Cat C (Goods vehicles and buses)","Jul 2021",39523,2.03012048192771
"2","Cat D (Motorcycles)","Jul 2021",8689,1.3175572519084
"2","Cat E (Open)","Jul 2021",60001,1.52808988764045
"1","Cat A (Cars up to 1600cc and 97kW)","Aug 2021",45189,1.26832298136646
"1","Cat B (Cars above 1600cc or 97kW)","Aug 2021",56001,1.27107652399481
"1","Cat C (Goods vehicles and buses)","Aug 2021",42589,1.97457627118644
"1","Cat D (Motorcycles)","Aug 2021",8899,1.48552338530067
"1","Cat E (Open)","Aug 2021",59599,1.44723618090452
"2","Cat A (Cars up to 1600cc and 97kW)","Aug 2021",46689,1.39826302729529
"2","Cat B (Cars above 1600cc or 97kW)","Aug 2021",61001,1.34130982367758
"2","Cat C (Goods vehicles and buses)","Aug 2021",40010,1.86440677966102
"2","Cat D (Motorcycles)","Aug 2021",9500,1.4079822616408
"2","Cat E (Open)","Aug 2021",64901,2.06060606060606
"1","Cat A (Cars up to 1600cc and 97kW)","Sept 2021",47000,1.39800995024876
"1","Cat B (Cars above 1600cc or 97kW)","Sept 2021",62600,1.3653603034134
"1","Cat C (Goods vehicles and buses)","Sept 2021",40001,1.72950819672131
"1","Cat D (Motorcycles)","Sept 2021",9689,1.26292134831461
"1","Cat E (Open)","Sept 2021",64700,1.54854368932039
"2","Cat A (Cars up to 1600cc and 97kW)","Sept 2021",48000,1.29514321295143
"2","Cat B (Cars above 1600cc or 97kW)","Sept 2021",68310,1.54015544041451
"2","Cat C (Goods vehicles and buses)","Sept 2021",39000,1.69166666666667
"2","Cat D (Motorcycles)","Sept 2021",9089,1.46547884187082
"2","Cat E (Open)","Sept 2021",70002,2.02020202020202
"1","Cat A (Cars up to 1600cc and 97kW)","Oct 2021",47001,1.31985294117647
"1","Cat B (Cars above 1600cc or 97kW)","Oct 2021",70200,1.45994832041344
"1","Cat C (Goods vehicles and buses)","Oct 2021",38890,1.864
"1","Cat D (Motorcycles)","Oct 2021",9052,1.42567567567568
"1","Cat E (Open)","Oct 2021",72756,2.06542056074766
"2","Cat A (Cars up to 1600cc and 97kW)","Oct 2021",52709,1.6078914919852
"2","Cat B (Cars above 1600cc or 97kW)","Oct 2021",80210,1.60206718346253
"2","Cat C (Goods vehicles and buses)","Oct 2021",40501,2
"2","Cat D (Motorcycles)","Oct 2021",9310,1.32666666666667
"2","Cat E (Open)","Oct 2021",85000,1.86190476190476
"1","Cat A (Cars up to 1600cc and 97kW)","Nov 2021",53709,1.55597014925373
"1","Cat B (Cars above 1600cc or 97kW)","Nov 2021",82801,1.42930153321976
"1","Cat C (Goods vehicles and buses)","Nov 2021",42001,1.8804347826087
"1","Cat D (Motorcycles)","Nov 2021",9381,1.30215827338129
"1","Cat E (Open)","Nov 2021",88000,1.61635220125786
"2","Cat A (Cars up to 1600cc and 97kW)","Nov 2021",55001,1.3147113594041
"2","Cat B (Cars above 1600cc or 97kW)","Nov 2021",79601,1.34175084175084
"2","Cat C (Goods vehicles and buses)","Nov 2021",43502,1.8021978021978
"2","Cat D (Motorcycles)","Nov 2021",9381,1.35194174757282
"2","Cat E (Open)","Nov 2021",86001,1.54268292682927
"1","Cat A (Cars up to 1600cc and 97kW)","Dec 2021",57010,1.4384328358209
"1","Cat B (Cars above 1600cc or 97kW)","Dec 2021",80401,1.38617200674536
"1","Cat C (Goods vehicles and buses)","Dec 2021",45000,1.58064516129032
"1","Cat D (Motorcycles)","Dec 2021",9401,1.39047619047619
"1","Cat E (Open)","Dec 2021",85000,1.64429530201342
"2","Cat A (Cars up to 1600cc and 97kW)","Dec 2021",58801,1.38576779026217
"2","Cat B (Cars above 1600cc or 97kW)","Dec 2021",80989,1.39327731092437
"2","Cat C (Goods vehicles and buses)","Dec 2021",44000,1.66666666666667
"2","Cat D (Motorcycles)","Dec 2021",9601,1.31924882629108
"2","Cat E (Open)","Dec 2021",83889,1.36158192090395
"1","Cat A (Cars up to 1600cc and 97kW)","Jan 2022",57599,1.39963167587477
"1","Cat B (Cars above 1600cc or 97kW)","Jan 2022",77700,1.2129471890971
"1","Cat C (Goods vehicles and buses)","Jan 2022",42200,2.2
"1","Cat D (Motorcycles)","Jan 2022",9689,1.32946635730858
"1","Cat E (Open)","Jan 2022",82501,1.29530201342282
"2","Cat A (Cars up to 1600cc and 97kW)","Jan 2022",57898,1.33898305084746
"2","Cat B (Cars above 1600cc or 97kW)","Jan 2022",82001,1.53209459459459
"2","Cat C (Goods vehicles and buses)","Jan 2022",43001,1.63736263736264
"2","Cat D (Motorcycles)","Jan 2022",10000,1.25
"2","Cat E (Open)","Jan 2022",83911,1.55862068965517
"1","Cat A (Cars up to 1600cc and 97kW)","Feb 2022",60761,1.51107011070111
"1","Cat B (Cars above 1600cc or 97kW)","Feb 2022",86102,1.57272727272727
"1","Cat C (Goods vehicles and buses)","Feb 2022",44001,1.8625
"1","Cat D (Motorcycles)","Feb 2022",10010,1.36699507389163
"1","Cat E (Open)","Feb 2022",87000,1.49444444444444
"2","Cat A (Cars up to 1600cc and 97kW)","Feb 2022",63000,1.63432835820896
"2","Cat B (Cars above 1600cc or 97kW)","Feb 2022",93590,1.67978533094812
"2","Cat C (Goods vehicles and buses)","Feb 2022",46501,2.55263157894737
"2","Cat D (Motorcycles)","Feb 2022",10589,1.24047619047619
"2","Cat E (Open)","Feb 2022",93102,1.66666666666667
"1","Cat A (Cars up to 1600cc and 97kW)","Mar 2022",68501,1.81167608286252
"1","Cat B (Cars above 1600cc or 97kW)","Mar 2022",94889,1.56079854809437
"1","Cat C (Goods vehicles and buses)","Mar 2022",48889,2.61842105263158
"1","Cat D (Motorcycles)","Mar 2022",11400,1.48641975308642
"1","Cat E (Open)","Mar 2022",98890,1.67368421052632
"2","Cat A (Cars up to 1600cc and 97kW)","Mar 2022",71556,1.56353591160221
"2","Cat B (Cars above 1600cc or 97kW)","Mar 2022",98889,1.48468468468468
"2","Cat C (Goods vehicles and buses)","Mar 2022",51504,1.82417582417582
"2","Cat D (Motorcycles)","Mar 2022",10501,1.40586797066015
"2","Cat E (Open)","Mar 2022",99010,1.91111111111111
"1","Cat A (Cars up to 1600cc and 97kW)","Apr 2022",72996,1.34888059701493
"1","Cat B (Cars above 1600cc or 97kW)","Apr 2022",98389,1.28727272727273
"1","Cat C (Goods vehicles and buses)","Apr 2022",54901,2.47058823529412
"1","Cat D (Motorcycles)","Apr 2022",10503,1.37837837837838
"1","Cat E (Open)","Apr 2022",99999,1.61111111111111
"2","Cat A (Cars up to 1600cc and 97kW)","Apr 2022",68699,1.3984962406015
"2","Cat B (Cars above 1600cc or 97kW)","Apr 2022",90002,1.22678571428571
"2","Cat C (Goods vehicles and buses)","Apr 2022",52002,2.38157894736842
"2","Cat D (Motorcycles)","Apr 2022",9801,1.33415841584158
"2","Cat E (Open)","Apr 2022",95801,1.60326086956522
"1","Cat A (Cars up to 1600cc and 97kW)","May 2022",70901,1.31372549019608
"1","Cat B (Cars above 1600cc or 97kW)","May 2022",92090,1.32637571157495
"1","Cat C (Goods vehicles and buses)","May 2022",50890,1.76923076923077
"1","Cat D (Motorcycles)","May 2022",9489,1.37300177619893
"1","Cat E (Open)","May 2022",91112,1.45128205128205
"2","Cat A (Cars up to 1600cc and 97kW)","May 2022",68001,1.3104
"2","Cat B (Cars above 1600cc or 97kW)","May 2022",95889,1.34280303030303
"2","Cat C (Goods vehicles and buses)","May 2022",51501,2.13592233009709
"2","Cat D (Motorcycles)","May 2022",9490,1.47619047619048
"2","Cat E (Open)","May 2022",95901,1.61780104712042
"1","Cat A (Cars up to 1600cc and 97kW)","Jun 2022",73801,1.4281045751634
"1","Cat B (Cars above 1600cc or 97kW)","Jun 2022",100684,1.61174242424242
"1","Cat C (Goods vehicles and buses)","Jun 2022",53002,1.89719626168224
"1","Cat D (Motorcycles)","Jun 2022",10000,1.52575488454707
"1","Cat E (Open)","Jun 2022",100697,1.66315789473684
"2","Cat A (Cars up to 1600cc and 97kW)","Jun 2022",74989,1.38436482084691
"2","Cat B (Cars above 1600cc or 97kW)","Jun 2022",106001,1.54802259887006
"2","Cat C (Goods vehicles and buses)","Jun 2022",53011,2.1747572815534
"2","Cat D (Motorcycles)","Jun 2022",10302,1.25789473684211
"2","Cat E (Open)","Jun 2022",104400,1.42268041237113
"1","Cat A (Cars up to 1600cc and 97kW)","Jul 2022",78001,1.45867098865478
"1","Cat B (Cars above 1600cc or 97kW)","Jul 2022",107800,1.31878557874763
"1","Cat C (Goods vehicles and buses)","Jul 2022",54001,1.56862745098039
"1","Cat D (Motorcycles)","Jul 2022",10889,1.31958762886598
"1","Cat E (Open)","Jul 2022",110524,1.74358974358974
"2","Cat A (Cars up to 1600cc and 97kW)","Jul 2022",78899,1.32802547770701
"2","Cat B (Cars above 1600cc or 97kW)","Jul 2022",110003,1.33206831119545
"2","Cat C (Goods vehicles and buses)","Jul 2022",54889,1.70588235294118
"2","Cat D (Motorcycles)","Jul 2022",10910,1.28877005347594
"2","Cat E (Open)","Jul 2022",114001,1.6340206185567
"1","Cat A (Cars up to 1600cc and 97kW)","Aug 2022",80000,1.24368231046931
"1","Cat B (Cars above 1600cc or 97kW)","Aug 2022",107001,1.29113924050633
"1","Cat C (Goods vehicles and buses)","Aug 2022",56089,1.76842105263158
"1","Cat D (Motorcycles)","Aug 2022",11000,1.21465968586387
"1","Cat E (Open)","Aug 2022",113000,1.75449101796407
"2","Cat A (Cars up to 1600cc and 97kW)","Aug 2022",87889,1.51542649727768
"2","Cat B (Cars above 1600cc or 97kW)","Aug 2022",112001,1.41188959660297
"2","Cat C (Goods vehicles and buses)","Aug 2022",59090,2.25287356321839
"2","Cat D (Motorcycles)","Aug 2022",11101,1.31960784313725
"2","Cat E (Open)","Aug 2022",112001,1.67484662576687
"1","Cat A (Cars up to 1600cc and 97kW)","Sept 2022",86000,1.30035971223022
"1","Cat B (Cars above 1600cc or 97kW)","Sept 2022",113000,1.33404255319149
"1","Cat C (Goods vehicles and buses)","Sept 2022",64989,2.10588235294118
"1","Cat D (Motorcycles)","Sept 2022",11301,1.14174757281553
"1","Cat E (Open)","Sept 2022",113299,1.57575757575758
"2","Cat A (Cars up to 1600cc and 97kW)","Sept 2022",84000,1.39779005524862
"2","Cat B (Cars above 1600cc or 97kW)","Sept 2022",108051,1.17409766454352
"2","Cat C (Goods vehicles and buses)","Sept 2022",67001,1.89156626506024
"2","Cat D (Motorcycles)","Sept 2022",11589,1.28515625
"2","Cat E (Open)","Sept 2022",107201,1.6875
"1","Cat A (Cars up to 1600cc and 97kW)","Oct 2022",80501,1.28368794326241
"1","Cat B (Cars above 1600cc or 97kW)","Oct 2022",95856,1.33966244725738
"1","Cat C (Goods vehicles and buses)","Oct 2022",65991,1.76190476190476
"1","Cat D (Motorcycles)","Oct 2022",11751,1.23564356435644
"1","Cat E (Open)","Oct 2022",105001,1.29608938547486
"2","Cat A (Cars up to 1600cc and 97kW)","Oct 2022",81089,1.27728085867621
"2","Cat B (Cars above 1600cc or 97kW)","Oct 2022",110000,1.80425531914894
"2","Cat C (Goods vehicles and buses)","Oct 2022",70201,3.26373626373626
"2","Cat D (Motorcycles)","Oct 2022",12801,1.22480620155039
"2","Cat E (Open)","Oct 2022",108003,1.73780487804878
"1","Cat A (Cars up to 1600cc and 97kW)","Nov 2022",87235,1.49347826086957
"1","Cat B (Cars above 1600cc or 97kW)","Nov 2022",115388,1.55717761557178
"1","Cat C (Goods vehicles and buses)","Nov 2022",76302,2.1
"1","Cat D (Motorcycles)","Nov 2022",13189,1.21768707482993
"1","Cat E (Open)","Nov 2022",116577,1.93835616438356
"2","Cat A (Cars up to 1600cc and 97kW)","Nov 2022",90589,1.35511982570806
"2","Cat B (Cars above 1600cc or 97kW)","Nov 2022",113881,1.36538461538462
"2","Cat C (Goods vehicles and buses)","Nov 2022",81802,1.67123287671233
"2","Cat D (Motorcycles)","Nov 2022",12589,1.33483146067416
"2","Cat E (Open)","Nov 2022",114009,1.61333333333333
"1","Cat A (Cars up to 1600cc and 97kW)","Dec 2022",88503,1.34497816593886
"1","Cat B (Cars above 1600cc or 97kW)","Dec 2022",105501,1.33021077283372
"1","Cat C (Goods vehicles and buses)","Dec 2022",81501,1.71014492753623
"1","Cat D (Motorcycles)","Dec 2022",12100,1.23356009070295
"1","Cat E (Open)","Dec 2022",110524,1.78523489932886
"2","Cat A (Cars up to 1600cc and 97kW)","Dec 2022",88007,1.30655391120507
"2","Cat B (Cars above 1600cc or 97kW)","Dec 2022",108006,1.37897310513447
